animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
bird,blue,Unknown,2016-09-07,ill mild,wildlife,2017-09-07,2017-09-20,rescue,Adopted,8.6
dog,brown,Spayed,2017-11-02,normal,stray,2019-11-02,2019-11-13,adoption,Adopted,7.446575342465754
cat,blue,Female,2023-04-19,injured  mild,stray,2023-06-19,2023-07-22,rescue,Adopted,1.9835616438356165
rabbit,white,Neutered,2021-12-16,normal,owner surrender,2022-04-23,2022-07-15,adoption,Adopted,3.3232876712328765
cat,orange tabby,Neutered,2017-01-19,injured  severe,stray,2021-01-19,2021-01-19,euthanasia,Not Adopted,8.232876712328768
cat,calico,Spayed,2018-10-09,normal,stray,2020-10-09,2020-10-13,"shelter, neuter, return",Not Adopted,6.512328767123288
cat,black,Male,2012-11-07,normal,stray,2018-11-07,2018-11-09,return to rescue,Not Adopted,12.435616438356165
cat,brown,Unknown,2020-02-14,under age/weight,stray,2020-02-28,2020-02-28,rescue,Adopted,5.161643835616438
cat,brown  tabby,Neutered,2022-04-08,normal,stray,2022-10-08,2022-10-08,transfer,Not Adopted,3.0136986301369864
cat,black,Neutered,2019-08-27,normal,stray,2019-09-27,2019-12-19,adoption,Adopted,5.63013698630137
cat,orange tabby,Unknown,2022-05-06,ill moderatete,stray,2023-05-06,2023-05-06,euthanasia,Not Adopted,2.936986301369863
dog,brown,Female,2009-01-05,ill severe,stray,2021-01-05,2021-01-05,euthanasia,Not Adopted,16.276712328767122
dog,black,Female,2019-05-13,normal,stray,2022-05-12,2022-05-18,transfer,Not Adopted,5.920547945205479
dog,brown,Female,2016-09-09,normal,stray,2017-09-09,2017-09-16,transfer,Not Adopted,8.594520547945205
dog,white,Neutered,2018-09-05,normal,stray,2020-09-05,2020-09-30,adoption,Adopted,6.605479452054794
cat,orange,Neutered,2023-07-14,under age/weight,stray,2023-08-24,2023-10-06,adoption,Adopted,1.747945205479452
cat,brown  tabby,Spayed,2019-07-17,normal,stray,2020-07-17,2020-07-28,"shelter, neuter, return",Not Adopted,5.742465753424658
cat,orange tabby,Neutered,2015-09-16,normal,stray,2018-09-16,2018-09-18,"shelter, neuter, return",Not Adopted,9.578082191780823
cat,black,Male,2018-09-22,under age/weight,stray,2018-10-31,2018-12-02,adoption,Adopted,6.558904109589041
cat,orange tabby,Neutered,2017-09-01,fractious,stray,2018-09-01,2018-09-11,"shelter, neuter, return",Not Adopted,7.616438356164384
dog,black,Male,2022-04-12,i/i report,stray,2023-04-12,2023-04-13,return to owner,Not Adopted,3.0027397260273974
cat,black,Spayed,2017-04-12,normal,stray,2019-04-12,2019-04-22,"shelter, neuter, return",Not Adopted,8.005479452054795
cat,black,Male,2020-05-07,under age/weight,stray,2020-06-25,2020-06-28,transfer,Not Adopted,4.934246575342466
bird,white,Unknown,2020-09-25,injured  mild,wildlife,2021-09-25,2021-09-25,transfer,Not Adopted,4.5479452054794525
dog,black,Female,2019-02-15,i/i report,stray,2024-02-15,2024-02-15,return to owner,Not Adopted,6.158904109589041
cat,black,Female,2022-05-11,normal,stray,2022-06-11,2022-08-03,transfer,Not Adopted,2.9232876712328766
cat,brown  tabby,Neutered,2020-08-20,normal,stray,2020-12-20,2021-01-16,adoption,Adopted,4.646575342465753
cat,black,Female,2020-06-11,normal,stray,2022-06-11,2022-08-03,transfer,Not Adopted,4.838356164383562
cat,black,Neutered,2024-03-24,injured  mild,stray,2024-05-24,2024-06-28,adoption,Adopted,1.0520547945205478
cat,black,Spayed,2023-08-22,under age/weight,stray,2023-09-13,2023-12-14,adoption,Adopted,1.641095890410959
dog,white,Female,2023-03-27,normal,stray,2024-05-17,2024-05-17,return to owner,Not Adopted,2.0465753424657533
dog,tricolor,Female,2008-06-19,normal,stray,2020-06-19,2020-06-20,rescue,Adopted,16.824657534246576
cat,orange tabby,Male,2022-04-22,normal,stray,2022-05-05,2022-05-06,transfer,Not Adopted,2.9753424657534246
bird,black,Unknown,2020-03-09,injured  severe,wildlife,2021-03-09,2021-03-09,transfer,Not Adopted,5.095890410958904
wild,gray,Male,2016-02-12,injured  moderate,wildlife,2017-02-12,2017-02-12,euthanasia,Not Adopted,9.169863013698631
dog,tan,Male,2019-02-04,normal,stray,2020-02-04,2020-02-05,return to owner,Not Adopted,6.189041095890411
dog,tan,Neutered,2021-09-22,injured  mild,stray,2023-09-22,2023-10-29,adoption,Adopted,3.5561643835616437
rabbit,brown,Spayed,2021-09-23,ill mild,stray,2022-09-23,2023-02-05,adoption,Adopted,3.5534246575342467
cat,black,Female,2020-08-01,under age/weight,stray,2020-08-16,2020-11-28,rescue,Adopted,4.698630136986301
cat,brown  tabby,Male,2020-08-01,under age/weight,stray,2020-08-16,2020-11-28,rescue,Adopted,4.698630136986301
cat,brown  tabby,Male,2020-08-01,under age/weight,stray,2020-08-16,2020-11-28,rescue,Adopted,4.698630136986301
dog,black,Female,2014-11-14,injured  severe,stray,2017-11-14,2017-11-18,return to owner,Not Adopted,10.416438356164383
dog,black,Spayed,2020-04-10,normal,stray,2020-08-10,2020-08-21,adoption,Adopted,5.008219178082192
dog,tan,Female,2016-06-03,normal,stray,2017-06-03,2017-06-09,transfer,Not Adopted,8.863013698630137
cat,white,Unknown,2020-09-11,under age/weight,stray,2020-10-11,2020-10-11,died,Not Adopted,4.586301369863014
dog,gray,Spayed,2014-02-03,normal,stray,2017-02-03,2017-02-03,return to owner,Not Adopted,11.194520547945206
other,black,Unknown,2016-09-03,injured  severe,wildlife,2017-09-03,2017-09-03,euthanasia,Not Adopted,8.610958904109589
cat,black,Spayed,2020-09-16,normal,stray,2020-10-16,2020-11-11,adoption,Adopted,4.572602739726028
cat,tortie,Unknown,2018-09-15,injured  mild,stray,2018-12-15,2018-12-16,euthanasia,Not Adopted,6.578082191780822
dog,black,Neutered,2022-01-31,normal,stray,2024-01-31,2024-02-07,adoption,Adopted,3.197260273972603
cat,tan,Female,2018-09-09,normal,stray,2018-11-24,2018-12-13,adoption,Adopted,6.594520547945206
dog,red,Neutered,2023-10-19,normal,stray,2024-04-14,2024-05-17,adoption,Adopted,1.4821917808219178
other,brown,Unknown,2023-03-21,under age/weight,wildlife,2023-04-21,2023-04-25,rescue,Adopted,2.063013698630137
dog,tricolor,Male,2023-05-13,under age/weight,stray,2023-08-12,2023-08-13,rescue,Adopted,1.917808219178082
dog,tan,Male,2019-07-03,normal,stray,2024-06-29,2024-07-19,euthanasia,Not Adopted,5.780821917808219
cat,black,Female,2016-05-05,normal,owner surrender,2017-01-05,2017-01-06,transfer,Not Adopted,8.942465753424658
dog,white,Spayed,2005-08-01,normal,owner surrender,2017-01-28,2017-01-28,return to owner,Not Adopted,19.70958904109589
cat,white,Female,2007-11-10,normal,owner surrender,2018-11-10,2018-12-06,euthanasia,Not Adopted,17.432876712328767
dog,brown,Neutered,2006-02-11,normal,owner surrender,2017-01-28,2017-01-29,transfer,Not Adopted,19.17808219178082
cat,gray,Male,2022-05-17,normal,stray,2022-06-17,2022-06-17,transfer,Not Adopted,2.9068493150684933
cat,black,Spayed,2016-10-19,fractious,stray,2018-10-19,2018-10-27,"shelter, neuter, return",Not Adopted,8.484931506849316
dog,tan,Neutered,2015-08-08,normal,owner surrender,2019-08-07,2019-08-08,transfer,Not Adopted,9.684931506849315
cat,gray,Male,2019-05-01,under age/weight,stray,2019-05-24,2019-06-16,adoption,Adopted,5.953424657534247
cat,orange,Male,2022-07-11,under age/weight,stray,2022-08-11,2022-08-17,adoption,Adopted,2.756164383561644
cat,gray,Spayed,2017-05-24,normal,stray,2019-05-24,2019-07-17,"shelter, neuter, return",Not Adopted,7.890410958904109
cat,tortie,Spayed,2019-05-01,under age/weight,stray,2019-05-24,2019-06-15,adoption,Adopted,5.953424657534247
cat,orange,Neutered,2022-07-11,under age/weight,stray,2022-08-11,2022-09-22,adoption,Adopted,2.756164383561644
cat,calico dilute,Female,2018-02-13,normal,owner surrender,2020-02-13,2020-03-07,adoption,Adopted,7.164383561643835
cat,calico,Female,2011-06-19,ill moderatete,stray,2019-06-19,2019-06-20,euthanasia,Not Adopted,13.824657534246576
dog,tan,Male,2015-02-15,normal,owner surrender,2017-02-15,2017-02-16,transfer,Not Adopted,10.161643835616438
dog,black,Spayed,2012-11-20,normal,stray,2022-11-20,2024-07-12,adoption,Adopted,12.4
dog,white,Spayed,2021-07-21,normal,stray,2022-07-21,2022-07-28,adoption,Adopted,3.728767123287671
rabbit,white,Spayed,2021-04-07,normal,owner surrender,2022-04-07,2022-04-24,adoption,Adopted,4.016438356164383
cat,brown  tabby,Male,2019-04-20,under age/weight,stray,2019-05-13,2019-05-14,transfer,Not Adopted,5.983561643835617
cat,gray,Female,2017-05-22,under age/weight,stray,2017-06-28,2017-07-02,rescue,Adopted,7.895890410958904
rabbit,white,Spayed,2021-12-07,normal,owner surrender,2022-04-07,2022-04-16,rescue,Adopted,3.347945205479452
bird,brown,Female,2017-08-26,injured  moderate,wildlife,2019-08-26,2019-08-26,died,Not Adopted,7.632876712328767
bird,black,Unknown,2016-07-20,ill mild,wildlife,2017-07-20,2017-07-21,euthanasia,Not Adopted,8.734246575342466
cat,brown  tabby,Neutered,2020-04-27,normal,stray,2020-07-18,2020-07-28,"shelter, neuter, return",Not Adopted,4.961643835616439
dog,white,Female,2010-11-23,normal,stray,2018-11-23,2018-11-29,rescue,Adopted,14.394520547945206
dog,black,Male,2013-04-23,normal,stray,2018-04-23,2018-04-23,return to owner,Not Adopted,11.978082191780821
cat,orange tabby,Male,2018-04-10,under age/weight,stray,2018-05-02,2018-05-03,rescue,Adopted,7.010958904109589
dog,white,Female,2017-02-10,injured  severe,stray,2020-02-10,2020-08-27,rescue,Adopted,8.172602739726027
cat,brown  tabby,Female,2017-08-15,normal,stray,2017-11-15,2017-11-23,adoption,Adopted,7.663013698630137
dog,white,Neutered,2020-09-03,normal,welfare seized,2023-09-03,2023-09-06,return to owner,Not Adopted,4.608219178082192
cat,calico tabby,Female,2016-05-02,normal,stray,2018-05-02,2018-05-05,transfer,Not Adopted,8.95068493150685
cat,calico dilute,Male,2018-04-10,under age/weight,stray,2018-05-02,2018-05-03,rescue,Adopted,7.010958904109589
cat,seal point,Neutered,2004-06-19,normal,owner surrender,2019-04-19,2019-04-24,transfer,Not Adopted,20.827397260273973
cat,brown  tabby,Spayed,2003-08-19,normal,owner surrender,2019-04-19,2019-04-24,transfer,Not Adopted,21.663013698630138
cat,brown  tabby,Female,2018-04-10,under age/weight,stray,2018-05-02,2018-05-03,rescue,Adopted,7.010958904109589
cat,orange tabby,Male,2018-04-02,under age/weight,stray,2018-05-02,2018-05-03,rescue,Adopted,7.032876712328767
dog,white,Male,2020-07-29,normal,return,2022-08-17,2022-10-18,rescue,Adopted,4.706849315068493
cat,black,Spayed,2019-06-01,fractious,stray,2020-06-17,2020-07-11,rescue,Adopted,5.868493150684931
cat,calico,Spayed,2015-07-06,feral,stray,2017-07-06,2017-08-09,"shelter, neuter, return",Not Adopted,9.775342465753425
dog,white,Female,2015-06-29,normal,stray,2020-06-29,2020-07-01,return to owner,Not Adopted,9.794520547945206
dog,tan,Male,2022-07-05,injured  moderate,stray,2024-07-05,2024-07-16,return to owner,Not Adopted,2.7726027397260276
cat,brown  tabby,Spayed,2017-04-10,fractious,stray,2019-04-10,2019-07-13,"shelter, neuter, return",Not Adopted,8.01095890410959
other,gray,Unknown,2017-09-29,injured  moderate,wildlife,2018-09-29,2018-09-29,euthanasia,Not Adopted,7.53972602739726
dog,brown,Male,2013-06-18,normal,stray,2017-12-16,2017-12-27,return to owner,Not Adopted,11.824657534246576
other,gray,Unknown,2024-03-12,under age/weight,wildlife,2024-04-27,2024-04-27,euthanasia,Not Adopted,1.084931506849315
dog,black,Female,2014-12-05,normal,stray,2017-12-05,2017-12-13,transfer,Not Adopted,10.35890410958904
dog,brown brindle,Male,2008-06-02,normal,owner surrender,2018-06-02,2018-06-28,euthanasia,Not Adopted,16.87123287671233
cat,gray,Female,2015-10-23,normal,stray,2017-10-23,2017-10-29,transfer,Not Adopted,9.476712328767123
dog,brown,Male,2022-01-12,normal,stray,2022-06-10,2022-06-12,return to owner,Not Adopted,3.249315068493151
cat,calico,Spayed,2017-09-03,injured  mild,stray,2018-09-03,2018-09-18,transfer,Not Adopted,7.610958904109589
cat,black,Spayed,2018-06-11,under age/weight,stray,2018-06-29,2019-03-10,adoption,Adopted,6.841095890410959
cat,brown  tabby,Female,2017-01-23,normal,stray,2017-06-21,2017-07-26,transport,Not Adopted,8.221917808219178
cat,gray tabby,Unknown,2020-05-15,normal,stray,2020-07-15,2020-07-17,rescue,Adopted,4.912328767123288
cat,cream,Unknown,2014-09-13,normal,stray,2019-09-13,2019-09-16,euthanasia,Not Adopted,10.586301369863014
cat,seal point,Spayed,2020-05-15,normal,stray,2020-07-15,2020-07-28,rescue,Adopted,4.912328767123288
cat,brown  tabby,Unknown,2016-06-21,normal,stray,2017-06-21,2017-07-09,transfer,Not Adopted,8.813698630136987
cat,gray,Male,2021-03-28,ill severe,stray,2023-03-28,2023-03-28,euthanasia,Not Adopted,4.043835616438356
rabbit,brown,Neutered,2017-01-18,normal,owner surrender,2018-07-18,2018-07-26,rescue,Adopted,8.235616438356164
cat,black,Male,2013-09-26,ill severe,stray,2018-09-26,2018-09-26,euthanasia,Not Adopted,11.550684931506849
cat,black,Unknown,2012-09-22,ill moderatete,stray,2022-09-22,2022-09-22,euthanasia,Not Adopted,12.561643835616438
cat,brown  tabby,Male,2018-06-16,under age/weight,stray,2018-10-14,2018-11-01,transfer,Not Adopted,6.8273972602739725
dog,white,Neutered,2020-12-03,normal,stray,2022-12-03,2022-12-11,adoption,Adopted,4.358904109589041
wild,gray,Unknown,2019-04-20,under age/weight,wildlife,2019-04-26,2019-04-26,euthanasia,Not Adopted,5.983561643835617
cat,black,Male,2023-11-27,injured  mild,stray,2023-12-27,2023-12-27,euthanasia,Not Adopted,1.3753424657534246
wild,gray,Unknown,2019-04-20,under age/weight,wildlife,2019-04-26,2019-04-26,euthanasia,Not Adopted,5.983561643835617
dog,black,Neutered,2010-07-26,ill moderatete,stray,2017-07-26,2017-07-27,return to owner,Not Adopted,14.723287671232876
dog,black,Neutered,2010-07-26,normal,stray,2017-07-26,2017-07-27,return to owner,Not Adopted,14.723287671232876
cat,orange tabby,Female,2017-03-10,normal,stray,2019-03-10,2019-03-16,rescue,Adopted,8.095890410958905
cat,brown  tabby,Neutered,2019-08-22,normal,stray,2020-08-22,2020-09-01,rescue,Adopted,5.6438356164383565
cat,black,Unknown,2017-04-11,under age/weight,stray,2017-05-11,2017-05-12,rescue,Adopted,8.008219178082191
cat,black,Male,2019-05-03,ill severe,stray,2021-05-03,2021-05-04,euthanasia,Not Adopted,5.947945205479452
cat,white,Male,2018-06-12,fractious,stray,2018-09-12,2018-09-22,transfer,Not Adopted,6.838356164383562
dog,gray,Male,2018-11-30,normal,stray,2022-12-27,2023-01-30,return to owner,Not Adopted,6.36986301369863
cat,torbi,Spayed,2024-04-27,under age/weight,stray,2024-05-24,2024-07-05,adoption,Adopted,0.958904109589041
cat,gray tabby,Female,2017-04-15,under age/weight,stray,2017-04-22,2017-04-22,euthanasia,Not Adopted,7.997260273972603
cat,torbi,Spayed,2024-04-27,under age/weight,stray,2024-05-24,2024-07-20,adoption,Adopted,0.958904109589041
cat,cream,Neutered,2008-08-02,ill severe,stray,2020-08-02,2020-08-02,euthanasia,Not Adopted,16.704109589041096
cat,cream,Neutered,2015-10-04,normal,stray,2020-10-04,2020-10-09,rescue,Adopted,9.528767123287672
bird,brown,Unknown,2018-07-29,injured  moderate,wildlife,2019-07-29,2019-07-29,transfer,Not Adopted,6.7095890410958905
cat,brown  tabby,Neutered,2018-10-04,normal,stray,2020-10-04,2020-10-09,rescue,Adopted,6.526027397260274
other,brown,Unknown,2018-03-18,ill severe,wildlife,2019-03-18,2019-03-18,euthanasia,Not Adopted,7.073972602739726
dog,black,Spayed,2024-01-15,normal,stray,2024-10-11,2024-11-14,adoption,Adopted,1.2410958904109588
cat,calico,Female,2013-06-19,ill moderatete,stray,2022-06-19,2022-06-19,euthanasia,Not Adopted,11.821917808219178
cat,brown  tabby,Spayed,2007-06-06,injured  severe,stray,2017-06-06,2017-06-06,euthanasia,Not Adopted,17.863013698630137
cat,gray,Male,2004-10-06,normal,owner surrender,2018-10-06,2019-06-20,rescue,Adopted,20.528767123287672
guinea pig,orange,Male,2020-08-06,normal,stray,2022-08-06,2022-08-09,transfer,Not Adopted,4.684931506849315
dog,brown,Female,2021-09-02,normal,owner surrender,2022-07-01,2022-07-03,adoption,Adopted,3.610958904109589
dog,white,Neutered,2021-08-31,normal,stray,2022-08-31,2022-09-07,adoption,Adopted,3.6164383561643834
wild,gray,Unknown,2019-02-10,ill severe,wildlife,2022-02-10,2022-02-10,died,Not Adopted,6.1726027397260275
dog,black,Female,2024-05-05,normal,stray,2024-11-03,2024-11-08,rescue,Adopted,0.936986301369863
cat,tortie,Female,2016-01-25,injured  severe,stray,2022-01-25,2022-01-25,euthanasia,Not Adopted,9.219178082191782
dog,brown,Neutered,2019-09-21,ill moderatete,confiscate,2020-09-21,2020-10-29,foster to adopt,Adopted,5.561643835616438
dog,brown,Female,2023-01-27,i/i report,stray,2023-07-23,2023-07-29,rescue,Adopted,2.208219178082192
dog,white,Neutered,2017-10-17,normal,owner surrender,2022-04-17,2022-04-23,adoption,Adopted,7.49041095890411
cat,white,Neutered,2024-05-20,ill mild,stray,2024-06-29,2024-07-31,adoption,Adopted,0.8958904109589041
cat,orange,Unknown,2017-03-15,under age/weight,stray,2017-03-18,2017-03-18,euthanasia,Not Adopted,8.082191780821917
dog,black,Male,2014-04-05,normal,stray,2017-04-05,2017-04-19,transfer,Not Adopted,11.027397260273972
cat,brown  tabby,Male,2022-03-26,normal,stray,2022-05-26,2022-06-10,adoption,Adopted,3.0493150684931507
dog,tan,Spayed,2014-01-05,normal,stray,2017-05-29,2017-05-31,return to owner,Not Adopted,11.273972602739725
dog,blue,Female,2022-05-20,behavior  severe,owner surrender,2023-09-20,2023-09-21,euthanasia,Not Adopted,2.8986301369863012
dog,gray,Neutered,2015-08-25,normal,stray,2020-01-04,2020-01-11,return to owner,Not Adopted,9.638356164383561
cat,gray,Female,2019-10-03,normal,owner surrender,2020-01-03,2020-01-03,rescue,Adopted,5.528767123287671
dog,gray,Neutered,2015-08-25,normal,stray,2019-08-25,2019-08-28,return to owner,Not Adopted,9.638356164383561
dog,white,Neutered,2019-12-30,normal,stray,2020-12-30,2021-01-08,adoption,Adopted,5.287671232876712
dog,brown,Male,2022-04-02,normal,owner surrender,2022-12-02,2022-12-03,transfer,Not Adopted,3.03013698630137
cat,black,Spayed,2019-04-10,normal,stray,2019-11-10,2019-12-14,adoption,Adopted,6.010958904109589
dog,brown,Neutered,2015-01-18,normal,stray,2017-01-18,2017-02-09,adoption,Adopted,10.238356164383562
cat,brown  tabby,Spayed,2019-04-10,normal,stray,2019-11-10,2019-12-15,adoption,Adopted,6.010958904109589
cat,brown  tabby,Male,2017-01-23,normal,owner surrender,2017-06-23,2017-07-02,transfer,Not Adopted,8.221917808219178
cat,calico tabby,Spayed,2023-03-28,ill moderatete,stray,2023-12-28,2024-01-02,community cat,Not Adopted,2.043835616438356
wild,gray,Unknown,2022-07-23,under age/weight,wildlife,2022-07-29,2022-07-29,euthanasia,Not Adopted,2.723287671232877
dog,tricolor,Spayed,2006-05-13,ill mild,owner surrender,2018-07-19,2018-07-29,rescue,Adopted,18.92876712328767
wild,gray,Female,2014-10-25,normal,wildlife,2017-10-25,2017-10-25,return to wild habitat,Not Adopted,10.471232876712328
dog,black,Neutered,2018-12-16,normal,stray,2024-09-19,2024-09-19,return to owner,Not Adopted,6.326027397260274
other,brown,Unknown,2021-08-07,under age/weight,wildlife,2021-09-07,2021-09-07,transfer,Not Adopted,3.682191780821918
dog,blue,Female,2014-07-03,normal,confiscate,2017-05-23,2017-05-24,euthanasia,Not Adopted,10.783561643835617
cat,white,Neutered,2024-06-22,under age/weight,stray,2024-07-05,2024-08-29,adoption,Adopted,0.8054794520547945
cat,black,Neutered,2024-06-22,under age/weight,stray,2024-07-05,2024-08-31,transfer,Not Adopted,0.8054794520547945
cat,brown  tabby,Spayed,2012-04-26,normal,stray,2017-04-26,2017-06-06,"shelter, neuter, return",Not Adopted,12.96986301369863
cat,gray,Female,2004-08-13,normal,owner surrender,2018-08-13,2018-08-19,transfer,Not Adopted,20.676712328767124
dog,red,Neutered,2016-10-28,behavior  severe,owner surrender,2022-01-29,2022-06-29,euthanasia,Not Adopted,8.46027397260274
cat,gray tabby,Unknown,2014-05-31,injured  mild,stray,2017-05-31,2017-06-01,euthanasia,Not Adopted,10.873972602739727
cat,gray tabby,Male,2019-06-09,under age/weight,stray,2019-08-09,2019-08-16,transfer,Not Adopted,5.846575342465753
cat,black,Unknown,2017-04-11,feral,stray,2017-04-06,2017-04-25,rescue,Adopted,8.008219178082191
wild,brown,Unknown,2017-03-04,injured  severe,wildlife,2018-03-04,2018-03-04,euthanasia,Not Adopted,8.112328767123287
cat,black,Spayed,2022-04-30,ill mild,stray,2022-06-23,2022-07-16,adoption,Adopted,2.9534246575342467
bird,white,Unknown,2019-06-12,under age/weight,wildlife,2019-06-27,2019-06-27,euthanasia,Not Adopted,5.838356164383562
dog,brown,Neutered,2018-01-15,normal,stray,2020-01-15,2020-01-29,return to owner,Not Adopted,7.243835616438356
cat,white,Female,2017-07-03,normal,owner surrender,2019-07-03,2019-07-06,transfer,Not Adopted,7.780821917808219
dog,black,Female,2019-11-22,normal,stray,2021-11-22,2021-11-23,return to owner,Not Adopted,5.391780821917808
cat,black,Spayed,2018-02-10,normal,owner surrender,2024-02-10,2024-02-21,adoption,Adopted,7.1726027397260275
bird,black,Unknown,2020-02-11,under age/weight,wildlife,2020-05-11,2020-05-11,transfer,Not Adopted,5.16986301369863
cat,gray,Female,2023-07-12,under age/weight,stray,2023-07-25,2023-07-26,euthanasia,Not Adopted,1.7534246575342465
dog,black,Female,2021-09-03,normal,stray,2022-09-03,2022-09-21,adoption,Adopted,3.6082191780821917
bird,black,Unknown,2017-01-04,injured  moderate,wildlife,2017-06-04,2017-06-04,transfer,Not Adopted,8.273972602739725
bird,green,Unknown,2016-01-27,injured  mild,wildlife,2017-01-27,2017-01-27,transfer,Not Adopted,9.213698630136987
bird,black,Unknown,2021-09-16,ill severe,wildlife,2022-09-16,2022-09-16,euthanasia,Not Adopted,3.5726027397260274
dog,fawn,Male,2010-10-20,ill moderatete,stray,2023-10-20,2023-10-24,rescue,Adopted,14.487671232876712
dog,tan,Neutered,2022-07-09,normal,stray,2023-07-09,2023-08-24,adoption,Adopted,2.7616438356164386
cat,brown  tabby,Male,2018-01-17,normal,stray,2020-01-17,2020-01-29,transfer,Not Adopted,7.238356164383561
dog,white,Spayed,2023-02-02,ill severe,owner surrender,2023-10-18,2023-10-18,euthanasia,Not Adopted,2.191780821917808
cat,gray,Neutered,2024-04-27,under age/weight,stray,2024-06-06,2024-06-23,adoption,Adopted,0.958904109589041
cat,brown  tabby,Male,2017-09-10,under age/weight,stray,2017-10-25,2017-11-01,rescue,Adopted,7.5917808219178085
cat,gray tabby,Female,2024-09-04,under age/weight,stray,2024-09-08,2024-09-09,rescue,Adopted,0.6027397260273972
cat,black,Spayed,2004-06-07,normal,owner surrender,2019-08-16,2019-12-28,adoption,Adopted,20.86027397260274
cat,black,Spayed,2017-09-24,injured  mild,stray,2024-11-16,2024-11-16,return to owner,Not Adopted,7.553424657534246
wild,gray,Female,2020-06-04,injured  moderate,wildlife,2022-06-04,2022-06-05,return to wild habitat,Not Adopted,4.857534246575343
cat,orange tabby,Unknown,2014-06-21,injured  severe,stray,2021-06-21,2021-06-21,died,Not Adopted,10.816438356164383
other,brown,Male,2015-01-12,ill severe,wildlife,2018-01-12,2018-01-12,died,Not Adopted,10.254794520547945
dog,black,Female,2019-02-02,normal,stray,2020-06-07,2020-06-11,return to owner,Not Adopted,6.1945205479452055
cat,lynx point,Male,2017-01-22,normal,stray,2020-01-22,2020-01-31,rescue,Adopted,8.224657534246575
cat,brown  tabby,Male,2017-09-20,under age/weight,stray,2017-10-20,2017-10-21,euthanasia,Not Adopted,7.564383561643836
cat,tortie,Unknown,2019-02-15,ill moderatete,stray,2021-02-15,2021-02-16,euthanasia,Not Adopted,6.158904109589041
wild,gray,Unknown,2017-04-28,injured  severe,wildlife,2017-07-28,2017-07-28,euthanasia,Not Adopted,7.961643835616439
dog,black,Spayed,2022-11-09,behavior  moderate,owner surrender,2023-06-16,2023-07-04,rescue,Adopted,2.4246575342465753
cat,brown  tabby,Unknown,2018-09-01,under age/weight,stray,2018-09-10,2018-09-10,euthanasia,Not Adopted,6.616438356164384
dog,brown,Spayed,2015-08-11,normal,stray,2023-08-11,2023-08-11,return to owner,Not Adopted,9.676712328767124
cat,seal point,Spayed,2023-07-08,i/i report,owner surrender,2024-07-08,2024-07-21,adoption,Adopted,1.7643835616438357
cat,brown  tabby,Unknown,2024-09-04,under age/weight,stray,2024-10-04,2024-10-04,euthanasia,Not Adopted,0.6027397260273972
dog,brown,Spayed,2023-10-17,normal,stray,2024-04-17,2024-04-25,adoption,Adopted,1.4876712328767123
cat,black,Neutered,2018-10-28,normal,owner surrender,2019-06-28,2019-12-26,transport,Not Adopted,6.46027397260274
cat,black,Male,2019-04-08,under age/weight,stray,2019-06-08,2019-07-12,rescue,Adopted,6.016438356164383
cat,gray tabby,Neutered,2016-11-23,ill severe,stray,2021-11-23,2021-11-23,euthanasia,Not Adopted,8.389041095890411
cat,black,Male,2022-06-30,under age/weight,stray,2022-07-05,2022-07-06,rescue,Adopted,2.786301369863014
cat,black,Female,2024-08-28,under age/weight,stray,2024-09-21,2024-10-08,rescue,Adopted,0.6219178082191781
cat,black,Neutered,2015-12-18,normal,stray,2018-12-18,2018-12-29,rescue,Adopted,9.323287671232876
dog,black,Male,2020-09-13,normal,stray,2023-09-13,2023-09-19,return to owner,Not Adopted,4.580821917808219
cat,orange tabby,Male,2018-04-12,under age/weight,stray,2018-05-12,2018-05-13,rescue,Adopted,7.005479452054795
other,black,Unknown,2018-03-07,under age/weight,wildlife,2018-04-07,2018-04-07,transfer,Not Adopted,7.104109589041096
cat,orange tabby,Male,2017-09-24,under age/weight,stray,2017-09-27,2017-09-28,rescue,Adopted,7.553424657534246
other,gray,Unknown,2020-04-13,under age/weight,wildlife,2020-06-13,2020-06-13,transfer,Not Adopted,5
cat,black,Neutered,2016-06-30,fractious,stray,2018-06-30,2018-07-01,return to owner,Not Adopted,8.789041095890411
cat,gray,Female,2018-04-03,under age/weight,stray,2018-04-24,2018-04-25,rescue,Adopted,7.03013698630137
cat,chocolate point,Neutered,2017-09-20,normal,stray,2018-09-20,2018-09-26,"shelter, neuter, return",Not Adopted,7.564383561643836
dog,blue,Neutered,2009-08-13,normal,owner surrender,2019-06-26,2019-07-25,rescue,Adopted,15.673972602739726
cat,seal point,Spayed,2016-09-14,normal,stray,2018-09-14,2018-09-22,"shelter, neuter, return",Not Adopted,8.580821917808219
dog,black,Neutered,2010-07-12,normal,owner surrender,2019-06-26,2019-07-21,adoption,Adopted,14.761643835616438
cat,calico,Spayed,2017-09-14,normal,stray,2018-09-14,2018-09-22,"shelter, neuter, return",Not Adopted,7.580821917808219
cat,gray tabby,Neutered,2015-12-26,normal,stray,2019-12-26,2020-01-09,adoption,Adopted,9.301369863013699
dog,brown,Spayed,2007-10-28,normal,stray,2018-10-26,2018-10-28,return to owner,Not Adopted,17.46849315068493
dog,black,Neutered,2022-04-10,injured  mild,stray,2023-04-10,2023-04-30,adoption,Adopted,3.0082191780821916
