animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
cat,brown  tabby,Male,2019-07-17,injured  severe,stray,2019-10-17,2019-10-17,died,Not Adopted,5.698630136986301
cat,gray tabby,Male,2018-05-23,under age/weight,stray,2018-06-28,2018-06-29,rescue,Adopted,6.8493150684931505
dog,black,Male,2023-07-20,normal,welfare seized,2024-07-20,2024-07-21,return to owner,Not Adopted,1.6876712328767123
wild,black,Unknown,2019-06-12,under age/weight,wildlife,2019-06-27,2019-06-27,euthanasia,Not Adopted,5.794520547945205
wild,black,Unknown,2019-06-12,under age/weight,wildlife,2019-06-27,2019-06-27,euthanasia,Not Adopted,5.794520547945205
cat,brown  tabby,Female,2022-04-28,normal,stray,2022-05-28,2022-05-28,transfer,Not Adopted,2.915068493150685
livestock,black,Female,2021-08-01,normal,stray,2022-02-01,2022-02-04,rescue,Adopted,3.654794520547945
dog,white,Neutered,2022-11-19,ill mild,stray,2023-11-19,2023-11-28,adoption,Adopted,2.3534246575342466
dog,tan,Male,2016-11-12,normal,stray,2017-11-12,2017-11-18,transfer,Not Adopted,8.375342465753425
wild,brown,Unknown,2022-06-26,under age/weight,wildlife,2022-08-26,2022-08-26,transport,Not Adopted,2.7534246575342465
dog,black,Spayed,1996-11-11,normal,stray,2017-01-07,2017-01-08,return to owner,Not Adopted,28.39178082191781
cat,gray,Unknown,2018-04-15,under age/weight,stray,2018-04-30,2018-04-30,euthanasia,Not Adopted,6.953424657534247
wild,gray,Unknown,2017-03-05,ill severe,wildlife,2017-05-05,2017-05-05,euthanasia,Not Adopted,8.065753424657535
cat,orange tabby,Unknown,2018-04-15,under age/weight,stray,2018-04-30,2018-04-30,euthanasia,Not Adopted,6.953424657534247
cat,gray,Male,2019-10-03,normal,stray,2020-10-03,2020-10-07,transfer,Not Adopted,5.484931506849315
bird,white,Unknown,2017-04-05,ill severe,wildlife,2018-04-05,2018-04-05,rescue,Adopted,7.980821917808219
other,gray,Unknown,2020-05-25,under age/weight,wildlife,2020-06-25,2020-06-25,rescue,Adopted,4.841095890410959
cat,lilac lynx point,Spayed,2022-07-07,normal,stray,2022-09-07,2022-10-20,transfer,Not Adopted,2.723287671232877
dog,brown,Male,2018-03-06,normal,stray,2022-03-06,2022-03-10,return to owner,Not Adopted,7.063013698630137
dog,tan,Male,2008-12-03,welfare seizures,confiscate,2019-12-03,2019-12-27,return to owner,Not Adopted,16.323287671232876
dog,white,Neutered,2008-11-14,normal,owner surrender,2019-11-14,2019-12-19,adoption,Adopted,16.375342465753423
cat,black,Unknown,2021-07-17,injured  moderate,stray,2022-07-17,2022-07-17,euthanasia,Not Adopted,3.695890410958904
cat,calico,Spayed,2015-04-28,ill severe,confiscate,2021-03-09,2021-04-16,adoption,Adopted,9.92054794520548
cat,orange,Male,2024-03-08,under age/weight,stray,2024-04-19,2024-04-20,rescue,Adopted,1.0520547945205478
cat,orange,Male,2024-03-08,under age/weight,stray,2024-04-19,2024-04-20,rescue,Adopted,1.0520547945205478
cat,black,Spayed,2020-07-30,under age/weight,stray,2020-09-30,2021-07-10,adoption,Adopted,4.66027397260274
bird,black,Unknown,2024-08-05,under age/weight,wildlife,2024-09-05,2024-09-05,euthanasia,Not Adopted,0.6410958904109589
dog,black,Spayed,2012-02-12,normal,stray,2020-12-08,2020-12-10,return to owner,Not Adopted,13.128767123287671
dog,tan,Neutered,2022-03-09,normal,stray,2022-06-08,2022-06-18,adoption,Adopted,3.052054794520548
cat,gray,Male,2022-05-02,under age/weight,stray,2022-06-16,2022-08-02,transfer,Not Adopted,2.904109589041096
cat,tortie,Spayed,2024-06-17,ill mild,stray,2024-07-17,2024-10-30,adoption,Adopted,0.7753424657534247
cat,black,Neutered,2024-05-01,ill mild,stray,2024-07-17,2024-08-11,adoption,Adopted,0.9041095890410958
cat,gray,Female,2008-05-08,ill mild,stray,2019-04-13,2019-07-18,rescue,Adopted,16.895890410958906
cat,orange,Neutered,2024-05-01,ill mild,stray,2024-07-17,2024-09-12,adoption,Adopted,0.9041095890410958
dog,tan,Neutered,2005-07-01,normal,stray,2021-01-13,2021-01-21,return to owner,Not Adopted,19.75068493150685
dog,brown,Neutered,2021-07-18,normal,stray,2024-09-21,2024-09-21,return to owner,Not Adopted,3.6931506849315068
cat,black,Unknown,2019-05-06,ill severe,stray,2019-06-21,2019-06-21,euthanasia,Not Adopted,5.895890410958904
dog,black,Male,2013-02-02,normal,stray,2019-02-02,2019-02-02,return to owner,Not Adopted,12.153424657534247
dog,black,Neutered,2020-04-27,normal,stray,2022-04-27,2022-06-01,transfer,Not Adopted,4.917808219178082
wild,gray,Unknown,2014-11-21,ill severe,wildlife,2021-11-21,2021-11-21,euthanasia,Not Adopted,10.353424657534246
dog,black,Male,2016-04-13,normal,stray,2017-04-13,2017-04-13,return to owner,Not Adopted,8.95890410958904
cat,gray,Male,2020-08-21,ill mild,stray,2020-09-04,2020-09-04,rescue,Adopted,4.6
cat,white,Male,2020-08-21,ill mild,stray,2020-09-04,2020-09-04,rescue,Adopted,4.6
guinea pig,black,Male,2021-12-14,normal,stray,2022-02-12,2022-02-20,adoption,Adopted,3.2849315068493152
cat,gray,Neutered,2020-07-30,normal,stray,2020-09-30,2020-10-10,adoption,Adopted,4.66027397260274
dog,white,Female,2016-03-02,normal,stray,2018-03-02,2018-03-09,adoption,Adopted,9.073972602739726
bird,brown,Unknown,2016-02-04,normal,stray,2017-02-04,2017-02-05,rescue,Adopted,9.147945205479452
cat,white,Female,2022-04-20,normal,stray,2022-04-29,2022-05-06,transfer,Not Adopted,2.936986301369863
bird,brown,Unknown,2016-02-04,normal,stray,2017-02-04,2017-02-05,rescue,Adopted,9.147945205479452
cat,white,Spayed,2021-04-29,fractious,stray,2022-04-29,2022-05-15,rescue,Adopted,3.9123287671232876
cat,white,Female,2022-03-29,normal,stray,2022-04-29,2022-04-29,transfer,Not Adopted,2.9972602739726026
other,brown,Unknown,2022-06-26,under age/weight,wildlife,2022-07-10,2022-07-11,rescue,Adopted,2.7534246575342465
cat,brown  tabby,Female,2019-08-01,normal,stray,2019-09-10,2019-11-13,rescue,Adopted,5.657534246575342
dog,white,Neutered,2023-05-16,normal,stray,2024-05-15,2024-05-22,adoption,Adopted,1.8657534246575342
dog,tan,Neutered,2022-06-24,normal,return,2024-01-26,2024-03-22,adoption,Adopted,2.758904109589041
cat,black,Female,2022-03-17,ill severe,stray,2022-09-17,2022-09-17,euthanasia,Not Adopted,3.03013698630137
dog,black,Male,2007-08-29,aged,stray,2022-09-07,2022-09-07,return to owner,Not Adopted,17.589041095890412
dog,brown,Male,2016-10-05,normal,stray,2017-10-05,2017-10-11,transfer,Not Adopted,8.479452054794521
cat,black,Unknown,2018-06-16,under age/weight,stray,2018-06-16,2018-06-16,euthanasia,Not Adopted,6.7835616438356166
cat,gray,Female,2018-05-16,normal,stray,2018-08-16,2018-08-19,transfer,Not Adopted,6.868493150684931
dog,red,Male,2018-11-29,normal,stray,2019-11-29,2019-12-05,transfer,Not Adopted,6.328767123287672
cat,orange tabby,Male,2018-03-24,normal,stray,2018-05-24,2018-06-09,euthanasia,Not Adopted,7.013698630136986
dog,tan,Neutered,2014-02-13,injured  severe,stray,2017-02-13,2017-03-05,rescue,Adopted,11.123287671232877
dog,brown,Male,2021-01-19,normal,confiscate,2022-01-19,2022-01-20,return to owner,Not Adopted,4.186301369863013
cat,calico,Spayed,2014-07-14,normal,stray,2017-07-14,2017-08-02,"shelter, neuter, return",Not Adopted,10.70958904109589
dog,blue,Spayed,2010-02-11,normal,stray,2022-02-11,2022-02-12,return to owner,Not Adopted,15.131506849315068
cat,black,Male,2017-05-14,normal,stray,2017-07-14,2017-08-17,transfer,Not Adopted,7.873972602739726
dog,gray,Neutered,2018-12-07,normal,stray,2022-12-09,2023-01-03,transfer,Not Adopted,6.306849315068493
cat,gray,Unknown,2023-11-19,injured  moderate,stray,2024-01-19,2024-01-20,euthanasia,Not Adopted,1.3534246575342466
dog,tan,Male,2016-03-02,normal,stray,2017-03-02,2017-03-09,transfer,Not Adopted,9.073972602739726
dog,white,Spayed,2023-05-09,normal,owner surrender,2024-05-18,2024-05-25,adoption,Adopted,1.884931506849315
dog,tan,Male,2016-03-02,normal,stray,2017-03-02,2017-04-12,transfer,Not Adopted,9.073972602739726
cat,black,Neutered,2023-04-24,normal,owner surrender,2023-07-09,2023-07-14,adoption,Adopted,1.926027397260274
dog,tan,Male,2016-03-02,normal,stray,2017-03-02,2017-03-09,transfer,Not Adopted,9.073972602739726
rabbit,white,Neutered,2021-07-09,normal,stray,2023-07-09,2023-08-05,rescue,Adopted,3.717808219178082
dog,tan,Female,2016-03-02,normal,stray,2017-03-02,2017-03-10,transfer,Not Adopted,9.073972602739726
dog,tan,Female,2021-09-14,injured  severe,owner surrender,2022-09-14,2022-09-15,euthanasia,Not Adopted,3.5342465753424657
dog,tan,Female,2016-03-02,normal,stray,2017-03-02,2017-03-10,transfer,Not Adopted,9.073972602739726
dog,tan,Male,2016-03-02,normal,stray,2017-03-02,2017-03-09,transfer,Not Adopted,9.073972602739726
cat,calico tabby,Female,2018-07-09,normal,stray,2018-10-09,2018-11-17,rescue,Adopted,6.720547945205479
dog,tan,Male,2016-03-02,normal,stray,2017-03-02,2017-03-09,transfer,Not Adopted,9.073972602739726
dog,white,Spayed,2021-10-27,normal,stray,2023-10-26,2023-11-04,adoption,Adopted,3.4164383561643836
dog,brown,Neutered,2023-07-10,normal,stray,2024-07-10,2024-07-21,adoption,Adopted,1.715068493150685
cat,orange tabby,Unknown,2023-06-13,ill mild,stray,2023-09-13,2023-09-13,euthanasia,Not Adopted,1.789041095890411
dog,black,Spayed,2016-11-30,normal,stray,2017-09-29,2017-09-30,return to owner,Not Adopted,8.326027397260274
dog,blue,Male,2013-01-05,injured  severe,stray,2017-01-05,2017-01-05,euthanasia,Not Adopted,12.23013698630137
cat,black,Female,2024-06-16,under age/weight,stray,2024-07-05,2024-09-07,rescue,Adopted,0.7780821917808219
cat,white,Male,2023-08-01,i/i report,stray,2023-08-02,2023-08-02,euthanasia,Not Adopted,1.6547945205479453
cat,black,Male,2022-09-07,injured  mild,stray,2022-10-07,2022-10-11,died,Not Adopted,2.5534246575342467
cat,gray,Unknown,2014-05-01,injured  severe,stray,2018-05-01,2018-05-01,euthanasia,Not Adopted,10.912328767123288
dog,brown,Neutered,2020-09-14,fractious,stray,2023-09-07,2023-10-03,adoption,Adopted,4.534246575342466
cat,black,Spayed,2022-04-12,normal,return,2023-09-27,2024-01-03,adoption,Adopted,2.958904109589041
cat,black,Spayed,2017-07-24,normal,stray,2019-07-24,2019-12-20,transfer,Not Adopted,7.67945205479452
wild,gray,Unknown,2017-05-14,under age/weight,wildlife,2017-07-14,2017-07-14,euthanasia,Not Adopted,7.873972602739726
cat,brown  tabby,Male,2022-03-14,normal,stray,2022-07-14,2022-08-03,transfer,Not Adopted,3.0383561643835617
cat,tricolor,Spayed,2021-03-17,normal,owner surrender,2023-03-17,2023-07-15,adoption,Adopted,4.03013698630137
cat,white,Female,2022-03-14,normal,stray,2022-07-14,2022-08-03,transfer,Not Adopted,3.0383561643835617
dog,white,Male,2012-06-21,normal,stray,2017-06-21,2017-06-28,transfer,Not Adopted,12.772602739726027
cat,brown  tabby,Male,2023-07-22,ill mild,stray,2023-08-09,2023-09-20,adoption,Adopted,1.6821917808219178
dog,tan,Female,2016-01-11,normal,confiscate,2017-01-16,2017-01-19,return to owner,Not Adopted,9.213698630136987
cat,black,Female,2023-07-22,ill mild,stray,2023-08-09,2023-09-27,rescue,Adopted,1.6821917808219178
dog,brown,Female,2012-04-28,normal,stray,2017-04-28,2017-05-12,transfer,Not Adopted,12.92054794520548
dog,brown,Female,2018-06-28,normal,stray,2019-06-28,2019-07-17,rescue,Adopted,6.750684931506849
cat,calico,Female,2018-05-01,under age/weight,stray,2018-05-07,2018-05-17,euthanasia,Not Adopted,6.909589041095891
dog,brown  merle,Neutered,2023-01-07,normal,stray,2024-07-07,2024-07-31,rescue,Adopted,2.219178082191781
cat,brown  tabby,Unknown,2018-05-01,under age/weight,stray,2018-05-07,2018-05-14,euthanasia,Not Adopted,6.909589041095891
cat,white,Spayed,2015-08-16,feral,stray,2017-08-16,2017-09-07,"shelter, neuter, return",Not Adopted,9.61917808219178
dog,black,Male,2022-02-12,normal,stray,2022-09-12,2022-09-21,adoption,Adopted,3.1205479452054794
rabbit,white,Unknown,2018-04-20,normal,stray,2018-06-20,2018-06-20,died,Not Adopted,6.93972602739726
dog,white,Spayed,2014-03-08,normal,confiscate,2020-02-19,2020-03-01,transfer,Not Adopted,11.06027397260274
dog,black,Male,2016-04-17,normal,stray,2017-04-17,2017-04-24,transfer,Not Adopted,8.947945205479453
reptile,orange,Unknown,2022-10-19,normal,stray,2023-01-19,2023-01-27,rescue,Adopted,2.4383561643835616
cat,black,Male,2017-03-20,under age/weight,stray,2017-04-26,2017-04-27,rescue,Adopted,8.024657534246575
cat,calico,Female,2017-09-14,normal,stray,2018-01-14,2018-01-21,adoption,Adopted,7.536986301369863
dog,black,Neutered,2012-12-29,normal,stray,2018-06-28,2018-06-28,return to owner,Not Adopted,12.24931506849315
dog,black,Spayed,2014-08-27,normal,stray,2020-08-27,2020-09-11,adoption,Adopted,10.58904109589041
cat,chocolate point,Neutered,2019-03-24,normal,owner surrender,2021-03-24,2021-03-31,adoption,Adopted,6.013698630136986
cat,brown  tabby,Female,2018-08-25,normal,stray,2019-08-25,2019-09-17,died,Not Adopted,6.5917808219178085
cat,gray tabby,Male,2019-12-30,normal,stray,2020-09-30,2020-10-03,transfer,Not Adopted,5.243835616438356
cat,white,Male,2023-03-16,under age/weight,stray,2023-04-16,2023-04-21,rescue,Adopted,2.032876712328767
cat,black,Female,2019-03-24,under age/weight,stray,2019-04-27,2019-04-30,transfer,Not Adopted,6.013698630136986
cat,black,Unknown,2022-12-06,injured  moderate,stray,2024-12-06,2024-12-06,euthanasia,Not Adopted,2.3068493150684932
cat,gray tabby,Male,2019-03-24,under age/weight,stray,2019-04-27,2019-04-30,transfer,Not Adopted,6.013698630136986
dog,brown,Neutered,2015-11-24,normal,owner surrender,2018-11-24,2018-12-30,adoption,Adopted,9.345205479452055
dog,white,Female,2015-11-24,normal,owner surrender,2018-11-24,2018-11-30,transfer,Not Adopted,9.345205479452055
dog,black,Female,2018-02-16,ill mild,stray,2018-09-16,2018-09-20,rescue,Adopted,7.112328767123287
cat,brown  tabby,Spayed,2016-01-01,feral,stray,2017-01-01,2017-01-15,"shelter, neuter, return",Not Adopted,9.241095890410959
cat,orange tabby,Neutered,2019-03-13,injured  severe,stray,2021-03-13,2021-03-19,adoption,Adopted,6.043835616438356
cat,lynx point,Neutered,2017-08-11,normal,stray,2018-08-11,2018-10-12,adoption,Adopted,7.63013698630137
cat,white,Female,2024-09-10,under age/weight,stray,2024-09-25,2024-10-01,rescue,Adopted,0.5424657534246575
cat,gray,Spayed,2018-07-28,ill moderatete,stray,2023-07-28,2023-09-05,euthanasia,Not Adopted,6.668493150684932
cat,gray tabby,Neutered,2016-04-12,normal,stray,2017-03-12,2017-03-22,"shelter, neuter, return",Not Adopted,8.961643835616439
cat,black,Female,2010-04-05,normal,owner surrender,2021-04-05,2021-04-09,rescue,Adopted,14.986301369863014
dog,tan,Male,2023-07-10,ill severe,stray,2023-08-10,2023-08-11,rescue,Adopted,1.715068493150685
other,brown,Male,2021-08-08,injured  severe,wildlife,2021-09-08,2021-09-08,transfer,Not Adopted,3.6356164383561644
cat,tortie,Spayed,2018-04-08,normal,stray,2022-04-08,2022-10-15,transfer,Not Adopted,6.972602739726027
cat,gray,Unknown,2017-08-18,under age/weight,stray,2017-08-19,2017-08-19,euthanasia,Not Adopted,7.610958904109589
cat,orange,Male,2022-03-29,under age/weight,stray,2022-04-07,2022-05-11,transfer,Not Adopted,2.9972602739726026
dog,brown,Neutered,2012-02-25,normal,owner surrender,2017-02-25,2017-04-21,rescue,Adopted,13.093150684931507
dog,brown brindle,Neutered,2018-12-14,normal,stray,2022-12-14,2023-01-04,transfer,Not Adopted,6.287671232876712
dog,blue,Male,2014-01-10,ill severe,stray,2021-07-16,2021-07-18,euthanasia,Not Adopted,11.216438356164383
dog,tan,Spayed,2014-05-15,injured  moderate,owner surrender,2019-08-05,2019-08-19,adoption,Adopted,10.873972602739727
cat,black,Neutered,2020-07-05,injured  mild,stray,2024-12-11,2024-12-23,community cat,Not Adopted,4.728767123287671
cat,calico,Spayed,2021-06-10,fractious,stray,2021-09-09,2021-09-29,community cat,Not Adopted,3.797260273972603
cat,gray,Neutered,2022-09-15,under age/weight,stray,2022-09-21,2022-10-15,adoption,Adopted,2.5315068493150683
cat,tortie,Female,2023-04-25,under age/weight,stray,2023-04-25,2023-04-27,euthanasia,Not Adopted,1.9232876712328768
dog,white,Neutered,2018-07-08,normal,stray,2021-07-24,2021-08-28,adoption,Adopted,6.723287671232876
cat,black,Unknown,2023-07-02,injured  severe,stray,2024-01-02,2024-01-03,euthanasia,Not Adopted,1.736986301369863
dog,brown,Spayed,2016-02-26,normal,stray,2018-02-26,2018-02-28,return to owner,Not Adopted,9.087671232876712
dog,fawn,Male,2021-09-28,normal,quarantine,2022-06-29,2022-07-08,return to owner,Not Adopted,3.495890410958904
dog,tan,Spayed,2022-04-06,normal,stray,2024-04-06,2024-04-18,adoption,Adopted,2.9753424657534246
dog,black,Female,2022-01-18,behavior  severe,stray,2023-01-18,2023-03-01,adoption,Adopted,3.1890410958904107
dog,black,Spayed,2016-01-14,normal,owner surrender,2022-04-30,2022-05-05,adoption,Adopted,9.205479452054794
cat,calico,Unknown,2018-09-15,under age/weight,stray,2018-09-18,2018-09-18,euthanasia,Not Adopted,6.534246575342466
cat,black,Neutered,2023-07-23,under age/weight,stray,2023-08-12,2024-01-02,adoption,Adopted,1.6794520547945206
cat,black,Unknown,2024-08-02,under age/weight,stray,2024-08-03,2024-08-03,died,Not Adopted,0.6493150684931507
cat,black,Female,2024-08-02,under age/weight,stray,2024-08-03,2024-08-03,euthanasia,Not Adopted,0.6493150684931507
cat,black,Neutered,2023-07-23,under age/weight,stray,2023-08-12,2024-01-02,adoption,Adopted,1.6794520547945206
cat,black,Unknown,2024-08-02,under age/weight,stray,2024-08-03,2024-08-03,died,Not Adopted,0.6493150684931507
dog,black,Neutered,2020-07-29,injured  moderate,owner surrender,2022-07-29,2022-08-03,rescue,Adopted,4.663013698630137
cat,black,Unknown,2024-08-02,under age/weight,stray,2024-08-03,2024-08-03,died,Not Adopted,0.6493150684931507
cat,lilac point,Neutered,2023-05-18,i/i report,stray,2023-06-22,2023-07-01,adoption,Adopted,1.8602739726027397
cat,orange tabby,Male,2019-07-31,normal,owner surrender,2020-05-31,2020-06-05,transfer,Not Adopted,5.66027397260274
dog,white,Male,2019-10-28,normal,stray,2021-10-28,2021-11-04,rescue,Adopted,5.416438356164384
dog,brown,Male,2013-09-03,ill moderatete,stray,2022-04-30,2022-05-14,adoption,Adopted,11.56986301369863
cat,tortie,Spayed,2017-08-26,ill moderatete,stray,2020-08-26,2020-09-11,transfer,Not Adopted,7.589041095890411
cat,gray tabby,Male,2017-07-25,under age/weight,stray,2017-08-25,2017-08-31,transfer,Not Adopted,7.676712328767123
rabbit,black,Neutered,2018-03-15,normal,owner surrender,2019-03-15,2019-04-11,rescue,Adopted,7.038356164383561
cat,tortie dilute,Female,2017-07-25,under age/weight,stray,2017-08-25,2017-08-31,transfer,Not Adopted,7.676712328767123
cat,gray,Male,2017-07-25,under age/weight,stray,2017-08-25,2017-08-31,transfer,Not Adopted,7.676712328767123
cat,black,Male,2021-03-23,ill moderatete,stray,2021-09-23,2021-09-23,euthanasia,Not Adopted,4.013698630136986
dog,brown,Neutered,2020-02-23,normal,stray,2020-10-23,2020-11-11,adoption,Adopted,5.093150684931507
cat,gray tabby,Spayed,2019-03-19,normal,welfare seized,2022-03-19,2022-04-02,adoption,Adopted,6.027397260273973
cat,brown  tabby,Male,2018-04-19,normal,owner surrender,2019-07-19,2019-07-27,return to owner,Not Adopted,6.942465753424657
rabbit,brown,Neutered,2017-04-27,normal,owner surrender,2019-04-27,2019-05-11,rescue,Adopted,7.920547945205479
dog,brown,Spayed,2011-11-22,normal,owner surrender,2019-11-22,2019-12-15,adoption,Adopted,13.353424657534246
dog,black,Spayed,2021-10-16,normal,stray,2022-04-16,2022-04-29,adoption,Adopted,3.4465753424657533
dog,black,Spayed,2019-02-17,behavior  moderate,owner surrender,2019-12-10,2020-01-22,rescue,Adopted,6.109589041095891
dog,white,Neutered,2019-02-19,normal,stray,2021-02-19,2021-04-15,rescue,Adopted,6.104109589041096
cat,brown  tabby,Male,2022-06-09,under age/weight,stray,2022-06-24,2022-07-13,rescue,Adopted,2.8
wild,brown,Unknown,2017-02-02,injured  severe,wildlife,2017-02-17,2017-02-17,rescue,Adopted,8.150684931506849
cat,orange tabby,Unknown,2020-09-09,under age/weight,stray,2020-10-18,2020-10-18,rescue,Adopted,4.5479452054794525
dog,brown,Female,2006-10-14,normal,owner surrender,2020-10-15,2020-10-25,rescue,Adopted,18.46301369863014
dog,brown,Spayed,2015-10-29,normal,return,2023-11-25,2023-11-26,adoption,Adopted,9.416438356164383
wild,brown,Unknown,2017-02-02,injured  severe,wildlife,2017-02-17,2017-02-17,rescue,Adopted,8.150684931506849
dog,tan,Spayed,2019-10-03,injured  mild,stray,2021-10-03,2022-07-02,adoption,Adopted,5.484931506849315
wild,brown,Unknown,2017-02-02,injured  severe,wildlife,2017-02-17,2017-02-17,rescue,Adopted,8.150684931506849
dog,tan,Female,2022-02-23,i/i report,stray,2023-02-23,2023-03-02,adoption,Adopted,3.0904109589041098
cat,brown  tabby,Neutered,2016-10-08,normal,confiscate,2021-10-07,2021-10-20,return to owner,Not Adopted,8.471232876712328
cat,tortie,Spayed,2020-09-13,normal,stray,2021-02-12,2021-02-17,adoption,Adopted,4.536986301369863
cat,gray,Spayed,2019-04-07,normal,stray,2019-08-07,2019-09-18,"shelter, neuter, return",Not Adopted,5.975342465753425
dog,white,Male,2013-01-10,normal,owner surrender,2017-01-10,2017-01-11,transfer,Not Adopted,12.216438356164383
cat,gray,Male,2023-05-01,ill mild,stray,2023-05-31,2023-06-01,euthanasia,Not Adopted,1.906849315068493
dog,white,Female,2017-03-15,normal,stray,2018-03-15,2018-03-21,transfer,Not Adopted,8.038356164383561
cat,gray,Male,2023-05-01,ill mild,stray,2023-05-31,2023-05-31,euthanasia,Not Adopted,1.906849315068493
cat,black,Spayed,2021-03-27,normal,stray,2022-03-27,2022-04-07,adoption,Adopted,4.002739726027397
dog,brown,Female,2014-11-08,injured  severe,stray,2024-11-08,2024-11-08,euthanasia,Not Adopted,10.389041095890411
cat,gray,Male,2023-08-23,under age/weight,stray,2023-09-23,2023-11-01,adoption,Adopted,1.5945205479452054
cat,gray,Spayed,2023-08-23,under age/weight,stray,2023-09-23,2023-10-29,adoption,Adopted,1.5945205479452054
dog,tan,Spayed,2021-09-21,normal,stray,2023-09-21,2023-10-07,adoption,Adopted,3.515068493150685
cat,brown  tabby,Neutered,2023-01-06,fractious,stray,2024-01-06,2024-01-11,community cat,Not Adopted,2.221917808219178
cat,gray tabby,Neutered,2023-10-01,under age/weight,stray,2023-10-25,2024-01-20,adoption,Adopted,1.4876712328767123
cat,black,Female,2023-05-15,ill moderatete,stray,2023-10-15,2023-10-15,euthanasia,Not Adopted,1.8684931506849316
dog,blue brindle,Spayed,2023-07-31,normal,stray,2024-08-02,2024-08-10,adoption,Adopted,1.6575342465753424
dog,tan,Spayed,2019-09-10,normal,stray,2021-09-10,2021-09-30,adoption,Adopted,5.5479452054794525
other,gray,Male,2018-06-06,ill severe,wildlife,2019-06-06,2019-06-06,transfer,Not Adopted,6.810958904109589
dog,black,Neutered,2023-08-29,normal,stray,2023-12-29,2024-01-06,adoption,Adopted,1.5780821917808219
cat,black,Neutered,2014-04-01,feral,stray,2017-04-01,2017-04-07,"shelter, neuter, return",Not Adopted,10.994520547945205
cat,gray,Spayed,2022-08-20,fractious,stray,2023-02-13,2023-03-02,community cat,Not Adopted,2.6027397260273974
cat,gray,Spayed,2022-08-20,fractious,stray,2023-02-13,2023-03-02,community cat,Not Adopted,2.6027397260273974
cat,black,Neutered,2015-10-24,injured  moderate,stray,2020-10-24,2020-11-21,adoption,Adopted,9.43013698630137
dog,brown,Female,2019-03-31,normal,stray,2021-03-31,2021-04-01,return to owner,Not Adopted,5.994520547945205
cat,seal point,Male,2018-09-18,under age/weight,stray,2018-10-18,2018-10-28,rescue,Adopted,6.526027397260274
cat,black,Spayed,2018-07-02,normal,stray,2018-11-02,2018-12-01,adoption,Adopted,6.739726027397261
other,gray,Unknown,2019-03-04,under age/weight,wildlife,2019-04-04,2019-04-04,rescue,Adopted,6.068493150684931
dog,white,Male,2016-01-20,normal,stray,2017-01-20,2017-03-05,rescue,Adopted,9.189041095890412
dog,black,Spayed,2014-02-04,normal,owner surrender,2018-02-04,2018-02-18,adoption,Adopted,11.147945205479452
cat,brown  tabby,Female,2014-10-13,injured  severe,stray,2017-10-13,2017-10-14,euthanasia,Not Adopted,10.46027397260274
dog,black,Female,2017-03-29,normal,stray,2024-03-29,2024-03-29,return to owner,Not Adopted,8
dog,white,Spayed,2013-12-31,normal,stray,2020-12-30,2020-12-31,return to owner,Not Adopted,11.243835616438357
dog,black,Male,2021-03-29,normal,stray,2024-03-29,2024-03-29,return to owner,Not Adopted,3.9972602739726026
cat,brown  tabby,Female,2017-07-03,normal,owner surrender,2017-11-03,2017-11-05,transfer,Not Adopted,7.736986301369863
cat,brown  tabby,Neutered,2013-11-10,normal,stray,2017-11-10,2018-01-14,adoption,Adopted,11.383561643835616
cat,brown  tabby,Female,2019-11-27,ill severe,stray,2021-11-27,2021-11-27,euthanasia,Not Adopted,5.3342465753424655
other,pink,Unknown,2021-09-06,under age/weight,wildlife,2021-09-07,2021-09-07,euthanasia,Not Adopted,3.5561643835616437
other,pink,Unknown,2020-09-07,under age/weight,wildlife,2021-09-07,2021-09-07,disposal,Not Adopted,4.553424657534246
dog,brown brindle,Neutered,2021-06-30,normal,return,2022-03-31,2022-06-08,adoption,Adopted,3.7424657534246575
dog,black,Spayed,2018-06-13,behavior  moderate,return,2019-11-20,2019-11-26,euthanasia,Not Adopted,6.791780821917809
cat,gray tabby,Female,2018-08-08,under age/weight,stray,2018-09-20,2018-09-21,rescue,Adopted,6.638356164383562
cat,gray,Male,2019-09-01,injured  moderate,stray,2023-09-01,2023-09-01,euthanasia,Not Adopted,5.572602739726028
dog,blonde,Female,2023-03-24,normal,stray,2023-05-24,2023-05-25,transfer,Not Adopted,2.010958904109589
cat,orange tabby,Spayed,2007-12-04,normal,stray,2019-11-06,2019-12-25,euthanasia,Not Adopted,17.323287671232876
dog,brown,Male,2023-03-24,normal,stray,2023-05-24,2023-05-25,transfer,Not Adopted,2.010958904109589
cat,white,Neutered,2023-03-22,ill moderatete,stray,2023-07-20,2023-10-15,adoption,Adopted,2.0164383561643837
reptile,green,Female,2017-04-22,normal,stray,2023-04-21,2023-05-01,rescue,Adopted,7.934246575342466
dog,fawn,Neutered,2019-06-19,normal,welfare seized,2023-08-16,2023-08-24,return to owner,Not Adopted,5.7753424657534245
cat,gray,Neutered,2019-05-24,under age/weight,stray,2019-06-08,2020-01-04,adoption,Adopted,5.846575342465753
cat,white,Female,2019-02-03,normal,stray,2019-05-03,2019-05-06,transfer,Not Adopted,6.147945205479452
cat,gray tabby,Neutered,2019-05-24,under age/weight,stray,2019-06-08,2020-01-17,adoption,Adopted,5.846575342465753
